season,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,hr_,temp_,hum_,casual,registered,cnt
2,5,12,0,6,0,3,0.52,1.0,2,3,4,75,204,279
2,5,13,0,6,0,3,0.52,1.0,3,3,4,68,180,248
2,5,14,0,6,0,2,0.54,0.94,3,3,4,57,159,216
2,5,15,0,6,0,2,0.54,0.94,3,3,4,73,221,294
2,5,16,0,6,0,2,0.54,0.94,3,3,4,107,188,295
2,5,17,0,6,0,2,0.56,0.88,3,3,4,78,194,272
2,5,18,0,6,0,2,0.56,0.88,3,3,4,88,216,304
2,5,19,0,6,0,3,0.54,0.94,4,3,4,69,179,248
2,5,20,0,6,0,3,0.54,0.94,4,3,4,42,115,157
2,5,21,0,6,0,3,0.54,0.94,4,3,4,15,44,59
2,5,22,0,6,0,3,0.54,0.94,4,3,4,7,19,26
2,5,23,0,6,0,3,0.52,1.0,4,3,4,11,33,44
2,5,0,0,0,0,2,0.52,1.0,1,3,4,5,34,39
2,5,1,0,0,0,2,0.52,1.0,1,3,4,4,43,47
2,5,2,0,0,0,2,0.52,1.0,1,3,4,13,37,50
2,5,3,0,0,0,2,0.52,1.0,1,3,4,11,21,32
2,5,4,0,0,0,2,0.52,1.0,1,3,4,5,8,13
2,5,5,0,0,0,3,0.52,1.0,1,3,4,3,11,14
2,5,6,0,0,0,2,0.52,1.0,1,3,4,3,14,17
2,5,7,0,0,0,2,0.52,1.0,2,3,4,4,38,42
2,5,8,0,0,0,2,0.54,0.94,2,3,4,24,46,70
2,5,9,0,0,0,1,0.58,0.83,2,3,4,36,98,134
2,5,10,0,0,0,1,0.58,0.83,2,3,4,73,153,226
2,5,11,0,0,0,1,0.6,0.78,2,3,3,120,202,322
2,5,12,0,0,0,1,0.62,0.73,2,3,3,120,247,367
2,5,13,0,0,0,1,0.62,0.73,3,3,3,195,261,456
2,5,14,0,0,0,1,0.64,0.73,3,3,3,183,254,437
2,5,15,0,0,0,1,0.66,0.69,3,3,3,206,253,459
2,5,16,0,0,0,1,0.64,0.69,3,3,3,158,282,440
2,5,17,0,0,0,3,0.56,0.78,3,3,3,137,255,392
2,5,18,0,0,0,1,0.56,0.78,3,3,3,60,177,237
2,5,19,0,0,0,1,0.56,0.83,4,3,4,78,153,231
2,5,20,0,0,0,1,0.54,0.88,4,3,4,53,138,191
2,5,21,0,0,0,1,0.54,0.88,4,3,4,44,107,151
2,5,22,0,0,0,1,0.56,0.83,4,3,4,29,88,117
2,5,23,0,0,0,1,0.54,0.88,4,3,4,18,51,69
2,5,0,0,1,1,1,0.52,0.94,1,3,4,17,21,38
2,5,1,0,1,1,1,0.52,0.94,1,3,4,6,8,14
2,5,2,0,1,1,1,0.5,1.0,1,2,4,4,9,13
2,5,3,0,1,1,1,0.5,0.94,1,2,4,1,3,4
2,5,4,0,1,1,1,0.5,1.0,1,2,4,1,5,6
2,5,5,0,1,1,1,0.5,0.93,1,2,4,1,20,21
2,5,6,0,1,1,1,0.52,0.88,1,3,4,11,93,104
2,5,7,0,1,1,1,0.52,0.83,2,3,4,27,245,272
2,5,8,0,1,1,1,0.56,0.73,2,3,3,28,366,394
2,5,9,0,1,1,1,0.6,0.69,2,3,3,38,156,194
2,5,10,0,1,1,1,0.62,0.65,2,3,3,37,75,112
2,5,11,0,1,1,1,0.64,0.57,2,3,2,56,129,185
2,5,12,0,1,1,1,0.66,0.54,2,3,2,72,137,209
2,5,13,0,1,1,1,0.68,0.51,3,4,2,61,153,214
2,5,14,0,1,1,1,0.68,0.51,3,4,2,76,117,193
2,5,15,0,1,1,1,0.72,0.51,3,4,2,55,110,165
2,5,16,0,1,1,3,0.6,0.78,3,3,3,45,181,226
2,5,17,0,1,1,1,0.58,0.88,3,3,4,47,227,274
2,5,18,0,1,1,3,0.58,0.83,3,3,4,55,398,453
2,5,19,0,1,1,1,0.58,0.83,4,3,4,36,272,308
2,5,20,0,1,1,1,0.58,0.83,4,3,4,31,167,198
2,5,21,0,1,1,1,0.58,0.83,4,3,4,28,149,177
2,5,22,0,1,1,1,0.56,0.88,4,3,4,22,105,127
2,5,23,0,1,1,1,0.56,0.88,4,3,4,18,39,57
2,5,0,0,2,1,2,0.56,0.88,1,3,4,13,18,31
2,5,1,0,2,1,3,0.56,0.88,1,3,4,7,6,13
2,5,2,0,2,1,3,0.56,0.88,1,3,4,4,4,8
2,5,3,0,2,1,3,0.54,0.94,1,3,4,1,3,4
2,5,4,0,2,1,3,0.54,0.94,1,3,4,2,2,4
2,5,5,0,2,1,3,0.52,0.94,1,3,4,0,22,22
2,5,6,0,2,1,3,0.52,0.94,1,3,4,0,49,49
2,5,7,0,2,1,2,0.52,0.94,2,3,4,13,138,151
2,5,8,0,2,1,2,0.52,0.94,2,3,4,22,325,347
2,5,9,0,2,1,2,0.54,0.88,2,3,4,17,190,207
2,5,10,0,2,1,3,0.54,0.88,2,3,4,31,73,104
2,5,11,0,2,1,2,0.56,0.83,2,3,4,26,104,130
2,5,12,0,2,1,3,0.56,0.83,2,3,4,38,115,153
2,5,13,0,2,1,2,0.56,0.88,3,3,4,31,141,172
2,5,14,0,2,1,1,0.62,0.73,3,3,3,61,123,184
2,5,15,0,2,1,1,0.62,0.69,3,3,3,79,131,210
2,5,16,0,2,1,1,0.62,0.61,3,3,2,73,217,290
2,5,17,0,2,1,1,0.62,0.65,3,3,3,83,521,604
2,5,18,0,2,1,1,0.6,0.69,3,3,3,54,426,480
2,5,19,0,2,1,1,0.6,0.69,4,3,3,51,298,349
2,5,20,0,2,1,1,0.58,0.83,4,3,4,30,253,283
2,5,21,0,2,1,1,0.54,0.88,4,3,4,23,151,174
2,5,22,0,2,1,2,0.54,0.88,4,3,4,12,86,98
2,5,23,0,2,1,2,0.54,0.88,4,3,4,7,49,56
2,5,0,0,3,1,2,0.54,0.88,1,3,4,8,15,23
2,5,1,0,3,1,2,0.54,0.88,1,3,4,3,9,12
2,5,2,0,3,1,3,0.52,0.94,1,3,4,1,5,6
2,5,3,0,3,1,3,0.52,0.94,1,3,4,6,3,9
2,5,4,0,3,1,3,0.52,0.94,1,3,4,1,2,3
2,5,5,0,3,1,1,0.52,1.0,1,3,4,0,9,9
2,5,6,0,3,1,1,0.52,1.0,1,3,4,2,99,101
2,5,7,0,3,1,1,0.54,0.88,2,3,4,14,260,274
2,5,8,0,3,1,1,0.56,0.88,2,3,4,25,428,453
2,5,9,0,3,1,3,0.56,0.83,2,3,4,26,176,202
2,5,10,0,3,1,3,0.54,0.88,2,3,4,33,73,106
2,5,11,0,3,1,2,0.54,0.94,2,3,4,6,17,23
2,5,12,0,3,1,1,0.56,0.94,2,3,4,12,42,54
2,5,13,0,3,1,2,0.56,0.83,3,3,4,30,92,122
2,5,14,0,3,1,2,0.58,0.78,3,3,3,44,94,138
2,5,15,0,3,1,1,0.6,0.78,3,3,3,34,133,167
2,5,16,0,3,1,1,0.6,0.73,3,3,3,53,241,294
2,5,17,0,3,1,1,0.6,0.69,3,3,3,78,487,565
2,5,18,0,3,1,1,0.6,0.73,3,3,3,58,431,489
2,5,19,0,3,1,3,0.56,0.88,4,3,4,43,288,331
2,5,20,0,3,1,3,0.56,0.88,4,3,4,24,189,213
2,5,21,0,3,1,1,0.52,0.88,4,3,4,11,74,85
2,5,22,0,3,1,1,0.52,0.83,4,3,4,14,103,117
2,5,23,0,3,1,1,0.52,0.94,4,3,4,10,49,59
2,5,0,0,4,1,1,0.52,0.94,1,3,4,6,23,29
2,5,1,0,4,1,1,0.5,0.94,1,2,4,2,4,6
2,5,2,0,4,1,1,0.5,0.94,1,2,4,3,12,15
2,5,3,0,4,1,1,0.48,1.0,1,2,4,1,3,4
2,5,4,0,4,1,1,0.48,0.94,1,2,4,2,3,5
2,5,5,0,4,1,1,0.48,0.94,1,2,4,2,24,26
2,5,6,0,4,1,2,0.5,0.94,1,2,4,17,86,103
2,5,7,0,4,1,2,0.5,1.0,2,2,4,18,239,257
2,5,8,0,4,1,2,0.52,0.88,2,3,4,34,453,487
2,5,9,0,4,1,2,0.54,0.88,2,3,4,40,176,216
2,5,10,0,4,1,2,0.54,0.83,2,3,4,35,95,130
2,5,11,0,4,1,3,0.54,0.88,2,3,4,53,111,164
2,5,12,0,4,1,2,0.58,0.78,2,3,3,38,130,168
2,5,13,0,4,1,3,0.58,0.64,3,3,3,44,139,183
2,5,14,0,4,1,3,0.54,0.73,3,3,3,43,137,180
2,5,15,0,4,1,1,0.56,0.78,3,3,3,63,125,188
2,5,16,0,4,1,1,0.58,0.64,3,3,3,55,247,302
2,5,17,0,4,1,1,0.56,0.78,3,3,3,60,487,547
2,5,18,0,4,1,1,0.6,0.55,3,3,2,59,454,513
2,5,19,0,4,1,1,0.58,0.6,4,3,2,65,345,410
2,5,20,0,4,1,1,0.54,0.77,4,3,3,46,236,282
2,5,21,0,4,1,1,0.54,0.77,4,3,3,29,180,209
2,5,22,0,4,1,3,0.5,0.82,4,2,4,11,68,79
2,5,23,0,4,1,1,0.48,0.94,4,2,4,9,63,72
2,5,0,0,5,1,1,0.46,0.94,1,2,4,15,33,48
2,5,1,0,5,1,1,0.46,1.0,1,2,4,8,17,25
2,5,2,0,5,1,1,0.44,1.0,1,2,4,4,4,8
2,5,3,0,5,1,1,0.44,1.0,1,2,4,1,4,5
2,5,4,0,5,1,1,0.44,0.94,1,2,4,1,4,5
2,5,5,0,5,1,1,0.44,0.94,1,2,4,0,28,28
2,5,6,0,5,1,1,0.46,0.88,1,2,4,15,102,117
2,5,7,0,5,1,1,0.5,0.77,2,2,3,30,289,319
2,5,8,0,5,1,1,0.54,0.68,2,3,3,41,476,517
2,5,9,0,5,1,1,0.54,0.68,2,3,3,35,199,234
2,5,10,0,5,1,1,0.56,0.64,2,3,3,44,104,148
2,5,11,0,5,1,2,0.58,0.6,2,3,2,63,133,196
2,5,12,0,5,1,2,0.6,0.56,2,3,2,69,186,255
2,5,13,0,5,1,3,0.6,0.56,3,3,2,60,172,232
2,5,14,0,5,1,1,0.62,0.53,3,3,2,66,131,197
2,5,15,0,5,1,2,0.6,0.56,3,3,2,74,168,242
2,5,16,0,5,1,2,0.6,0.53,3,3,2,61,269,330
2,5,17,0,5,1,1,0.62,0.53,3,3,2,71,483,554
2,5,18,0,5,1,1,0.6,0.56,3,3,2,79,394,473
2,5,19,0,5,1,1,0.58,0.64,4,3,3,49,253,302
2,5,20,0,5,1,1,0.58,0.64,4,3,3,40,180,220
2,5,21,0,5,1,1,0.56,0.64,4,3,3,40,155,195
2,5,22,0,5,1,1,0.54,0.73,4,3,3,28,124,152
2,5,23,0,5,1,1,0.52,0.72,4,3,3,15,100,115
2,5,0,0,6,0,1,0.52,0.77,1,3,3,20,78,98
2,5,1,0,6,0,1,0.52,0.72,1,3,3,8,64,72
2,5,2,0,6,0,1,0.52,0.72,1,3,3,5,35,40
2,5,3,0,6,0,1,0.48,0.82,1,2,4,7,12,19
2,5,4,0,6,0,1,0.46,0.88,1,2,4,1,6,7
2,5,5,0,6,0,1,0.46,0.88,1,2,4,1,4,5
2,5,6,0,6,0,1,0.5,0.82,1,2,4,6,22,28
2,5,7,0,6,0,1,0.54,0.73,2,3,3,10,33,43
2,5,8,0,6,0,1,0.56,0.68,2,3,3,29,97,126
2,5,9,0,6,0,1,0.6,0.64,2,3,3,60,165,225
2,5,10,0,6,0,1,0.62,0.61,2,3,2,122,201,323
2,5,11,0,6,0,1,0.64,0.53,2,3,2,173,245,418
2,5,12,0,6,0,1,0.66,0.5,2,3,2,222,271,493
2,5,13,0,6,0,1,0.7,0.45,3,4,1,191,271,462
2,5,14,0,6,0,1,0.72,0.42,3,4,1,187,269,456
2,5,15,0,6,0,1,0.72,0.45,3,4,1,232,274,506
2,5,16,0,6,0,2,0.72,0.39,3,4,1,204,267,471
2,5,17,0,6,0,2,0.72,0.42,3,4,1,191,253,444
2,5,18,0,6,0,2,0.7,0.45,3,4,1,191,253,444
2,5,19,0,6,0,1,0.68,0.47,4,4,1,117,184,301
2,5,20,0,6,0,1,0.62,0.61,4,3,2,84,164,248
2,5,21,0,6,0,1,0.62,0.61,4,3,2,77,150,227
2,5,22,0,6,0,1,0.6,0.69,4,3,3,78,126,204
2,5,23,0,6,0,1,0.58,0.78,4,3,3,42,103,145
2,5,0,0,0,0,1,0.54,0.88,1,3,4,31,100,131
2,5,1,0,0,0,1,0.52,0.94,1,3,4,17,81,98
2,5,2,0,0,0,1,0.52,0.94,1,3,4,18,50,68
2,5,3,0,0,0,1,0.5,1.0,1,2,4,10,23,33
2,5,4,0,0,0,1,0.5,1.0,1,2,4,3,9,12
2,5,5,0,0,0,1,0.5,1.0,1,2,4,1,5,6
2,5,6,0,0,0,1,0.52,0.94,1,3,4,5,13,18
2,5,7,0,0,0,1,0.54,0.88,2,3,4,13,27,40
2,5,8,0,0,0,1,0.6,0.73,2,3,3,29,65,94
2,5,9,0,0,0,1,0.62,0.69,2,3,3,59,130,189
2,5,10,0,0,0,1,0.64,0.65,2,3,3,135,170,305
2,5,11,0,0,0,1,0.7,0.54,2,4,2,164,209,373
2,5,12,0,0,0,2,0.72,0.51,2,4,2,146,255,401
2,5,13,0,0,0,2,0.66,0.54,3,3,2,180,275,455
2,5,14,0,0,0,3,0.62,0.69,3,3,3,125,191,316
2,5,15,0,0,0,2,0.66,0.61,3,3,2,110,221,331
2,5,16,0,0,0,1,0.68,0.61,3,4,2,72,201,273
2,5,17,0,0,0,1,0.7,0.58,3,4,2,93,213,306
2,5,18,0,0,0,1,0.66,0.61,3,3,2,120,238,358
2,5,19,0,0,0,1,0.66,0.61,4,3,2,107,193,300
2,5,20,0,0,0,1,0.64,0.65,4,3,3,57,174,231
2,5,21,0,0,0,1,0.62,0.73,4,3,3,27,109,136
2,5,22,0,0,0,1,0.6,0.83,4,3,4,35,86,121
2,5,23,0,0,0,2,0.58,0.83,4,3,4,19,46,65
2,5,0,0,1,1,2,0.56,0.88,1,3,4,23,18,41
2,5,1,0,1,1,1,0.56,0.88,1,3,4,4,5,9
2,5,2,0,1,1,3,0.56,0.88,1,3,4,2,3,5
2,5,3,0,1,1,3,0.54,0.94,1,3,4,0,4,4
2,5,4,0,1,1,2,0.54,0.94,1,3,4,2,2,4
2,5,5,0,1,1,2,0.54,0.94,1,3,4,0,11,11
2,5,6,0,1,1,2,0.54,1.0,1,3,4,4,92,96
2,5,7,0,1,1,2,0.56,0.94,2,3,4,13,223,236
2,5,8,0,1,1,1,0.6,0.88,2,3,4,50,359,409
2,5,9,0,1,1,1,0.6,0.88,2,3,4,36,131,167
2,5,10,0,1,1,1,0.66,0.74,2,3,3,49,72,121
2,5,11,0,1,1,1,0.68,0.69,2,4,3,73,107,180
2,5,12,0,1,1,1,0.68,0.69,2,4,3,65,139,204
2,5,13,0,1,1,2,0.74,0.58,3,4,2,49,155,204
2,5,14,0,1,1,2,0.72,0.62,3,4,2,57,130,187
2,5,15,0,1,1,2,0.72,0.62,3,4,2,57,119,176
2,5,16,0,1,1,2,0.72,0.62,3,4,2,56,223,279
2,5,17,0,1,1,3,0.72,0.7,3,4,3,56,373,429
2,5,18,0,1,1,1,0.7,0.74,3,4,3,68,385,453
2,5,19,0,1,1,1,0.7,0.74,4,4,3,56,302,358
2,5,20,0,1,1,1,0.64,0.83,4,3,4,39,271,310
2,5,21,0,1,1,1,0.64,0.89,4,3,4,33,155,188
2,5,22,0,1,1,1,0.62,0.94,4,3,4,25,106,131
2,5,23,0,1,1,2,0.62,0.88,4,3,4,19,53,72
2,5,0,0,2,1,2,0.6,0.94,1,3,4,12,23,35
2,5,1,0,2,1,2,0.6,0.94,1,3,4,6,9,15
2,5,2,0,2,1,2,0.6,0.94,1,3,4,2,8,10
2,5,3,0,2,1,2,0.58,0.94,1,3,4,0,2,2
2,5,4,0,2,1,1,0.6,0.88,1,3,4,1,3,4
2,5,5,0,2,1,2,0.58,0.94,1,3,4,2,22,24
2,5,6,0,2,1,2,0.58,0.94,1,3,4,10,102,112
2,5,7,0,2,1,3,0.64,0.78,2,3,3,26,288,314
2,5,8,0,2,1,3,0.62,0.83,2,3,4,31,403,434
2,5,9,0,2,1,2,0.64,0.73,2,3,3,27,111,138
2,5,10,0,2,1,1,0.7,0.61,2,4,2,18,90,108
2,5,11,0,2,1,1,0.74,0.51,2,4,2,33,142,175
2,5,12,0,2,1,1,0.76,0.45,2,4,1,41,129,170
2,5,13,0,2,1,1,0.78,0.46,3,4,1,38,152,190
2,5,14,0,2,1,1,0.78,0.46,3,4,1,27,126,153
2,5,15,0,2,1,3,0.74,0.55,3,4,2,59,129,188
2,5,16,0,2,1,1,0.66,0.69,3,3,3,52,225,277
2,5,17,0,2,1,1,0.7,0.61,3,4,2,56,492,548
2,5,18,0,2,1,1,0.7,0.7,3,4,3,74,490,564
2,5,19,0,2,1,1,0.66,0.74,4,3,3,45,310,355
2,5,20,0,2,1,1,0.66,0.74,4,3,3,39,241,280
2,5,21,0,2,1,1,0.64,0.78,4,3,3,21,168,189
2,5,22,0,2,1,3,0.62,0.88,4,3,4,26,115,141
2,5,23,0,2,1,3,0.66,0.74,4,3,3,13,53,66
2,5,0,0,3,1,3,0.6,0.83,1,3,4,3,32,35
2,5,1,0,3,1,3,0.58,0.83,1,3,4,6,2,8
2,5,2,0,3,1,2,0.56,0.94,1,3,4,0,8,8
2,5,3,0,3,1,1,0.54,1.0,1,3,4,0,9,9
2,5,4,0,3,1,1,0.54,1.0,1,3,4,0,3,3
2,5,5,0,3,1,1,0.56,0.88,1,3,4,2,23,25
2,5,6,0,3,1,1,0.56,0.94,1,3,4,4,113,117
2,5,7,0,3,1,1,0.62,0.73,2,3,3,29,284,313
2,5,8,0,3,1,1,0.64,0.69,2,3,3,36,495,531
2,5,9,0,3,1,1,0.68,0.65,2,4,3,27,207,234
2,5,10,0,3,1,1,0.7,0.61,2,4,2,30,105,135
2,5,11,0,3,1,1,0.74,0.51,2,4,2,36,104,140
2,5,12,0,3,1,1,0.74,0.55,2,4,2,32,178,210
2,5,13,0,3,1,1,0.74,0.55,3,4,2,39,163,202
2,5,14,0,3,1,1,0.74,0.55,3,4,2,47,121,168
2,5,15,0,3,1,1,0.76,0.52,3,4,2,37,145,182
2,5,16,0,3,1,1,0.74,0.51,3,4,2,61,238,299
2,5,17,0,3,1,1,0.74,0.51,3,4,2,77,524,601
2,5,18,0,3,1,1,0.72,0.58,3,4,2,66,451,517
2,5,19,0,3,1,1,0.7,0.61,4,4,2,73,332,405
2,5,20,0,3,1,1,0.7,0.61,4,4,2,56,284,340
2,5,21,0,3,1,1,0.66,0.69,4,3,3,33,203,236
2,5,22,0,3,1,1,0.66,0.69,4,3,3,34,140,174
2,5,23,0,3,1,1,0.64,0.73,4,3,3,12,74,86
2,5,0,0,4,1,1,0.64,0.73,1,3,3,11,34,45
2,5,1,0,4,1,1,0.64,0.73,1,3,3,3,13,16
2,5,2,0,4,1,1,0.62,0.83,1,3,4,7,7,14
2,5,3,0,4,1,1,0.6,0.88,1,3,4,0,4,4
2,5,4,0,4,1,1,0.6,0.88,1,3,4,0,2,2
2,5,5,0,4,1,2,0.6,0.88,1,3,4,2,25,27
2,5,6,0,4,1,2,0.6,1.0,1,3,4,4,94,98
2,5,7,0,4,1,2,0.62,0.94,2,3,4,16,270,286
2,5,8,0,4,1,2,0.66,0.83,2,3,4,31,458,489
2,5,9,0,4,1,1,0.72,0.7,2,4,3,22,194,216
2,5,10,0,4,1,1,0.7,0.74,2,4,3,49,94,143
2,5,11,0,4,1,1,0.74,0.66,2,4,3,36,124,160
2,5,12,0,4,1,1,0.78,0.59,2,4,2,53,141,194
2,5,13,0,4,1,1,0.82,0.52,3,4,2,52,145,197
2,5,14,0,4,1,1,0.82,0.52,3,4,2,44,145,189
2,5,15,0,4,1,2,0.82,0.46,3,4,1,40,101,141
2,5,16,0,4,1,2,0.8,0.49,3,4,2,58,233,291
2,5,17,0,4,1,1,0.8,0.46,3,4,1,49,445,494
2,5,18,0,4,1,1,0.8,0.46,3,4,1,74,404,478
2,5,19,0,4,1,1,0.78,0.46,4,4,1,67,311,378
2,5,20,0,4,1,1,0.72,0.58,4,4,2,55,267,322
2,5,21,0,4,1,1,0.72,0.62,4,4,2,45,178,223
2,5,22,0,4,1,1,0.7,0.65,4,4,3,23,157,180
2,5,23,0,4,1,1,0.7,0.65,4,4,3,17,73,90
2,5,0,0,5,1,1,0.68,0.69,1,4,3,14,55,69
2,5,1,0,5,1,1,0.7,0.58,1,4,2,14,36,50
2,5,2,0,5,1,1,0.68,0.61,1,4,2,6,12,18
2,5,3,0,5,1,1,0.66,0.65,1,3,3,1,11,12
2,5,4,0,5,1,1,0.64,0.69,1,3,3,2,5,7
2,5,5,0,5,1,1,0.64,0.65,1,3,3,2,29,31
2,5,6,0,5,1,1,0.64,0.69,1,3,3,8,73,81
2,5,7,0,5,1,1,0.64,0.73,2,3,3,20,229,249
2,5,8,0,5,1,1,0.66,0.74,2,3,3,25,393,418
2,5,9,0,5,1,1,0.7,0.65,2,4,3,37,190,227
2,5,10,0,5,1,1,0.72,0.54,2,4,2,42,111,153
2,5,11,0,5,1,2,0.74,0.55,2,4,2,40,126,166
2,5,12,0,5,1,2,0.76,0.55,2,4,2,53,190,243
2,5,13,0,5,1,1,0.74,0.58,3,4,2,51,158,209
2,5,14,0,5,1,1,0.76,0.55,3,4,2,51,188,239
2,5,15,0,5,1,1,0.78,0.49,3,4,2,98,258,356
2,5,16,0,5,1,2,0.76,0.55,3,4,2,63,356,419
2,5,17,0,5,1,1,0.74,0.58,3,4,2,77,414,491
2,5,18,0,5,1,2,0.72,0.62,3,4,2,89,310,399
2,5,19,0,5,1,3,0.6,0.78,4,3,3,69,210,279
2,5,20,0,5,1,2,0.62,0.73,4,3,3,24,120,144
2,5,21,0,5,1,1,0.6,0.83,4,3,4,37,114,151
2,5,22,0,5,1,1,0.6,0.78,4,3,3,25,116,141
2,5,23,0,5,1,1,0.58,0.88,4,3,4,23,104,127
2,5,0,0,6,0,1,0.58,0.88,1,3,4,15,79,94
2,5,1,0,6,0,1,0.58,0.88,1,3,4,8,47,55
2,5,2,0,6,0,1,0.56,0.94,1,3,4,13,35,48
2,5,3,0,6,0,1,0.56,0.88,1,3,4,2,13,15
2,5,4,0,6,0,1,0.56,0.88,1,3,4,0,4,4
2,5,5,0,6,0,1,0.56,0.88,1,3,4,4,3,7
2,5,6,0,6,0,1,0.58,0.83,1,3,4,3,16,19
2,5,7,0,6,0,1,0.6,0.83,2,3,4,17,33,50
2,5,8,0,6,0,1,0.62,0.78,2,3,3,27,75,102
2,5,9,0,6,0,1,0.64,0.73,2,3,3,61,116,177
2,5,10,0,6,0,1,0.7,0.65,2,4,3,110,166,276
2,5,11,0,6,0,1,0.7,0.65,2,4,3,171,178,349
2,5,12,0,6,0,1,0.72,0.58,2,4,2,145,213,358
2,5,13,0,6,0,1,0.72,0.62,3,4,2,168,217,385
2,5,14,0,6,0,1,0.74,0.58,3,4,2,172,210,382
2,5,15,0,6,0,1,0.74,0.55,3,4,2,187,187,374
2,5,16,0,6,0,1,0.76,0.55,3,4,2,201,201,402
2,5,17,0,6,0,1,0.74,0.55,3,4,2,180,161,341
2,5,18,0,6,0,1,0.72,0.62,3,4,2,173,212,385
2,5,19,0,6,0,1,0.7,0.65,4,4,3,99,153,252
2,5,20,0,6,0,1,0.7,0.65,4,4,3,68,128,196
2,5,21,0,6,0,1,0.66,0.74,4,3,3,87,114,201
2,5,22,0,6,0,1,0.66,0.78,4,3,3,46,115,161
2,5,23,0,6,0,1,0.64,0.83,4,3,4,44,81,125
2,5,0,0,0,0,1,0.64,0.83,1,3,4,32,51,83
2,5,1,0,0,0,1,0.62,0.88,1,3,4,17,49,66
2,5,2,0,0,0,1,0.62,0.88,1,3,4,12,49,61
2,5,3,0,0,0,1,0.62,0.88,1,3,4,2,24,26
2,5,4,0,0,0,1,0.6,0.88,1,3,4,13,10,23
2,5,5,0,0,0,1,0.6,0.94,1,3,4,3,3,6
2,5,6,0,0,0,2,0.62,0.88,1,3,4,5,10,15
2,5,7,0,0,0,2,0.62,0.88,2,3,4,13,17,30
2,5,8,0,0,0,2,0.62,0.88,2,3,4,34,62,96
2,5,9,0,0,0,2,0.62,0.94,2,3,4,74,78,152
2,5,10,0,0,0,2,0.66,0.83,2,3,4,130,121,251
2,5,11,0,0,0,2,0.66,0.83,2,3,4,139,180,319
2,5,12,0,0,0,2,0.7,0.74,2,4,3,216,186,402
2,5,13,0,0,0,1,0.72,0.7,3,4,3,237,181,418
2,5,14,0,0,0,1,0.74,0.7,3,4,3,183,168,351
2,5,15,0,0,0,1,0.74,0.7,3,4,3,221,155,376
2,5,16,0,0,0,1,0.74,0.7,3,4,3,194,167,361
2,5,17,0,0,0,1,0.74,0.7,3,4,3,214,169,383
2,5,18,0,0,0,1,0.72,0.74,3,4,3,151,177,328
2,5,19,0,0,0,1,0.72,0.74,4,4,3,141,146,287
2,5,20,0,0,0,1,0.7,0.79,4,4,4,91,128,219
2,5,21,0,0,0,1,0.68,0.83,4,4,4,107,122,229
2,5,22,0,0,0,1,0.66,0.89,4,3,4,78,93,171
2,5,23,0,0,0,1,0.66,0.89,4,3,4,48,87,135
2,5,0,1,1,0,1,0.64,0.94,1,3,4,38,65,103
2,5,1,1,1,0,1,0.64,0.94,1,3,4,26,53,79
2,5,2,1,1,0,1,0.64,0.94,1,3,4,17,28,45
2,5,3,1,1,0,1,0.64,0.94,1,3,4,10,8,18
2,5,4,1,1,0,1,0.62,0.94,1,3,4,2,4,6
2,5,5,1,1,0,2,0.62,0.94,1,3,4,1,6,7
2,5,6,1,1,0,2,0.64,0.94,1,3,4,6,10,16
2,5,7,1,1,0,2,0.64,0.94,2,3,4,12,19,31
2,5,8,1,1,0,2,0.66,0.89,2,3,4,36,58,94
2,5,9,1,1,0,1,0.72,0.74,2,4,3,47,81,128
2,5,10,1,1,0,1,0.8,0.55,2,4,2,116,153,269
2,5,11,1,1,0,1,0.82,0.52,2,4,2,153,168,321
2,5,12,1,1,0,1,0.86,0.47,2,4,1,179,187,366
2,5,13,1,1,0,1,0.86,0.44,3,4,1,133,217,350
2,5,14,1,1,0,1,0.88,0.39,3,4,1,142,185,327
2,5,15,1,1,0,1,0.88,0.39,3,4,1,132,179,311
2,5,16,1,1,0,1,0.88,0.37,3,4,1,101,208,309
2,5,17,1,1,0,1,0.86,0.41,3,4,1,102,202,304
2,5,18,1,1,0,1,0.86,0.41,3,4,1,77,172,249
2,5,19,1,1,0,2,0.52,0.48,4,3,1,68,157,225
2,5,20,1,1,0,1,0.76,0.58,4,4,2,69,168,237
2,5,21,1,1,0,1,0.74,0.7,4,4,3,42,107,149
2,5,22,1,1,0,1,0.72,0.74,4,4,3,26,80,106
2,5,23,1,1,0,1,0.7,0.84,4,4,4,14,34,48
2,5,0,0,2,1,1,0.7,0.79,1,4,4,9,20,29
2,5,1,0,2,1,1,0.68,0.89,1,4,4,8,9,17
2,5,2,0,2,1,2,0.66,0.94,1,3,4,5,7,12
2,5,3,0,2,1,2,0.64,0.94,1,3,4,1,3,4
2,5,4,0,2,1,1,0.66,0.83,1,3,4,0,3,3
2,5,5,0,2,1,1,0.66,0.83,1,3,4,0,26,26
2,5,6,0,2,1,1,0.68,0.79,1,4,4,11,98,109
2,5,7,0,2,1,1,0.74,0.66,2,4,3,16,219,235
2,5,8,0,2,1,1,0.78,0.59,2,4,2,34,372,406
2,5,9,0,2,1,1,0.8,0.55,2,4,2,22,153,175
2,5,10,0,2,1,1,0.82,0.56,2,4,2,37,72,109
2,5,11,0,2,1,1,0.86,0.47,2,4,1,28,78,106
2,5,12,0,2,1,1,0.86,0.47,2,4,1,37,125,162
2,5,13,0,2,1,1,0.9,0.39,3,4,1,37,110,147
