season,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,casual,registered,cnt
1,3,21,0,4,1,1,0.18,0.4,3,48,51
1,3,22,0,4,1,1,0.2,0.4,3,50,53
1,3,23,0,4,1,2,0.18,0.43,0,23,23
1,3,0,0,5,1,2,0.2,0.55,0,12,12
1,3,1,0,5,1,2,0.18,0.64,0,4,4
1,3,2,0,5,1,2,0.18,0.64,0,2,2
1,3,3,0,5,1,2,0.18,0.74,0,1,1
1,3,4,0,5,1,2,0.18,0.74,1,0,1
1,3,5,0,5,1,2,0.16,0.74,0,7,7
1,3,6,0,5,1,2,0.16,0.74,1,28,29
1,3,7,0,5,1,1,0.16,0.8,0,83,83
1,3,8,0,5,1,1,0.18,0.74,6,222,228
1,3,9,0,5,1,1,0.22,0.6,12,138,150
1,3,10,0,5,1,1,0.24,0.6,10,56,66
1,3,11,0,5,1,1,0.28,0.52,16,73,89
1,3,12,0,5,1,1,0.32,0.43,10,87,97
1,3,13,0,5,1,1,0.34,0.42,13,74,87
1,3,14,0,5,1,1,0.36,0.4,30,65,95
1,3,15,0,5,1,1,0.36,0.4,31,75,106
1,3,16,0,5,1,1,0.36,0.46,17,101,118
1,3,17,0,5,1,2,0.36,0.5,22,206,228
1,3,18,0,5,1,2,0.34,0.53,15,172,187
1,3,19,0,5,1,1,0.32,0.61,5,102,107
1,3,20,0,5,1,2,0.3,0.7,9,78,87
1,3,21,0,5,1,2,0.3,0.7,6,64,70
1,3,22,0,5,1,1,0.3,0.7,4,40,44
1,3,23,0,5,1,2,0.3,0.75,6,40,46
1,3,0,0,6,0,2,0.28,0.81,4,15,19
1,3,1,0,6,0,2,0.3,0.81,5,20,25
1,3,2,0,6,0,2,0.3,0.87,5,15,20
1,3,3,0,6,0,2,0.3,0.87,0,2,2
1,3,4,0,6,0,2,0.3,0.93,0,1,1
1,3,5,0,6,0,2,0.3,1.0,0,3,3
1,3,6,0,6,0,2,0.3,1.0,1,3,4
1,3,7,0,6,0,2,0.3,1.0,5,10,15
1,3,8,0,6,0,2,0.3,1.0,11,34,45
1,3,9,0,6,0,2,0.32,0.93,15,48,63
1,3,10,0,6,0,2,0.34,0.93,34,69,103
1,3,11,0,6,0,2,0.4,0.76,43,116,159
1,3,12,0,6,0,2,0.44,0.67,46,121,167
1,3,13,0,6,0,2,0.46,0.67,60,130,190
1,3,14,0,6,0,2,0.48,0.59,80,118,198
1,3,15,0,6,0,2,0.46,0.63,83,122,205
1,3,16,0,6,0,2,0.48,0.59,74,130,204
1,3,17,0,6,0,2,0.48,0.59,60,104,164
1,3,18,0,6,0,2,0.48,0.59,37,115,152
1,3,19,0,6,0,2,0.46,0.67,27,62,89
1,3,20,0,6,0,2,0.44,0.77,12,58,70
1,3,21,0,6,0,2,0.44,0.72,12,60,72
1,3,22,0,6,0,2,0.42,0.77,16,47,63
1,3,23,0,6,0,2,0.44,0.77,10,34,44
1,3,0,0,0,0,2,0.42,0.77,11,41,52
1,3,1,0,0,0,2,0.42,0.77,12,27,39
1,3,2,0,0,0,2,0.4,0.82,5,27,32
1,3,3,0,0,0,2,0.42,0.82,2,9,11
1,3,4,0,0,0,2,0.42,0.88,0,3,3
1,3,6,0,0,0,2,0.42,0.94,1,1,2
1,3,7,0,0,0,3,0.42,1.0,0,5,5
1,3,8,0,0,0,2,0.4,1.0,1,8,9
1,3,9,0,0,0,2,0.42,1.0,4,18,22
1,3,10,0,0,0,2,0.42,1.0,4,27,31
1,3,11,0,0,0,2,0.42,1.0,18,44,62
1,3,12,0,0,0,2,0.46,0.94,10,69,79
1,3,13,0,0,0,2,0.46,0.94,22,83,105
1,3,14,0,0,0,3,0.44,1.0,12,27,39
1,3,15,0,0,0,3,0.44,1.0,3,4,7
1,3,16,0,0,0,3,0.36,1.0,3,8,11
1,3,17,0,0,0,3,0.34,1.0,2,23,25
1,3,18,0,0,0,3,0.32,1.0,0,23,23
1,3,19,0,0,0,3,0.3,1.0,0,11,11
1,3,20,0,0,0,3,0.28,1.0,3,8,11
1,3,21,0,0,0,3,0.24,0.93,1,6,7
1,3,22,0,0,0,2,0.22,1.0,0,10,10
1,3,23,0,0,0,2,0.22,1.0,0,9,9
1,3,0,0,1,1,3,0.2,1.0,0,4,4
1,3,1,0,1,1,3,0.2,1.0,0,2,2
1,3,3,0,1,1,1,0.2,0.8,0,1,1
1,3,4,0,1,1,1,0.2,0.8,1,0,1
1,3,5,0,1,1,1,0.2,0.75,0,1,1
1,3,6,0,1,1,1,0.2,0.75,3,31,34
1,3,7,0,1,1,1,0.2,0.75,3,88,91
1,3,8,0,1,1,1,0.2,0.75,11,200,211
1,3,9,0,1,1,1,0.22,0.64,5,129,134
1,3,10,0,1,1,1,0.24,0.6,15,43,58
1,3,11,0,1,1,1,0.26,0.48,19,41,60
1,3,12,0,1,1,1,0.3,0.42,28,68,96
1,3,13,0,1,1,1,0.32,0.36,16,54,70
1,3,14,0,1,1,1,0.32,0.36,21,56,77
1,3,15,0,1,1,1,0.34,0.31,32,64,96
1,3,16,0,1,1,1,0.34,0.31,26,96,122
1,3,17,0,1,1,1,0.34,0.29,27,206,233
1,3,18,0,1,1,1,0.32,0.31,19,214,233
1,3,19,0,1,1,1,0.3,0.33,11,134,145
1,3,20,0,1,1,1,0.3,0.33,5,87,92
1,3,21,0,1,1,1,0.28,0.38,1,53,54
1,3,22,0,1,1,1,0.26,0.48,1,34,35
1,3,23,0,1,1,1,0.28,0.48,0,22,22
1,3,0,0,2,1,1,0.26,0.48,1,9,10
1,3,1,0,2,1,1,0.24,0.52,0,4,4
1,3,2,0,2,1,1,0.24,0.52,1,0,1
1,3,3,0,2,1,1,0.24,0.52,5,2,7
1,3,4,0,2,1,1,0.22,0.64,0,2,2
1,3,5,0,2,1,1,0.2,0.69,2,8,10
1,3,6,0,2,1,1,0.2,0.59,3,42,45
1,3,7,0,2,1,1,0.18,0.64,9,119,128
1,3,8,0,2,1,1,0.22,0.55,10,247,257
1,3,9,0,2,1,1,0.26,0.41,11,140,151
1,3,10,0,2,1,2,0.3,0.33,25,46,71
1,3,11,0,2,1,2,0.36,0.25,26,52,78
1,3,12,0,2,1,2,0.36,0.23,29,70,99
1,3,13,0,2,1,2,0.38,0.25,25,73,98
1,3,14,0,2,1,2,0.38,0.2,16,56,72
1,3,15,0,2,1,2,0.36,0.18,35,77,112
1,3,16,0,2,1,1,0.38,0.27,26,82,108
1,3,17,0,2,1,1,0.36,0.27,39,209,248
1,3,18,0,2,1,1,0.34,0.27,21,214,235
1,3,19,0,2,1,1,0.34,0.31,9,141,150
1,3,20,0,2,1,1,0.32,0.39,2,74,76
1,3,21,0,2,1,1,0.3,0.49,7,68,75
1,3,22,0,2,1,1,0.3,0.49,11,44,55
1,3,23,0,2,1,1,0.28,0.61,3,38,41
1,3,0,0,3,1,1,0.26,0.65,0,9,9
1,3,1,0,3,1,1,0.26,0.52,0,4,4
1,3,2,0,3,1,1,0.26,0.52,1,1,2
1,3,3,0,3,1,1,0.24,0.7,1,2,3
1,3,4,0,3,1,1,0.24,0.75,0,2,2
1,3,5,0,3,1,2,0.24,0.81,1,7,8
1,3,6,0,3,1,2,0.24,0.85,5,44,49
1,3,7,0,3,1,2,0.24,0.87,18,123,141
1,3,8,0,3,1,2,0.24,0.87,11,238,249
1,3,9,0,3,1,2,0.26,0.87,5,136,141
1,3,10,0,3,1,2,0.3,0.75,8,49,57
1,3,11,0,3,1,2,0.32,0.76,15,44,59
1,3,12,0,3,1,2,0.32,0.76,14,84,98
1,3,13,0,3,1,2,0.32,0.76,17,82,99
1,3,14,0,3,1,2,0.34,0.76,10,61,71
1,3,15,0,3,1,2,0.36,0.71,15,64,79
1,3,16,0,3,1,2,0.34,0.76,10,102,112
1,3,17,0,3,1,2,0.34,0.76,18,176,194
1,3,18,0,3,1,2,0.34,0.76,12,176,188
1,3,19,0,3,1,2,0.34,0.76,11,123,134
1,3,20,0,3,1,2,0.32,0.87,4,87,91
1,3,21,0,3,1,2,0.32,0.93,10,52,62
1,3,22,0,3,1,3,0.32,0.93,4,17,21
1,3,23,0,3,1,3,0.34,0.93,1,17,18
1,3,0,0,4,1,3,0.34,0.0,3,0,3
1,3,1,0,4,1,3,0.34,0.0,0,2,2
1,3,2,0,4,1,3,0.34,0.0,0,1,1
1,3,5,0,4,1,3,0.36,0.0,1,2,3
1,3,6,0,4,1,3,0.36,0.0,0,12,12
1,3,7,0,4,1,3,0.38,0.0,1,36,37
1,3,8,0,4,1,3,0.38,0.0,1,43,44
1,3,9,0,4,1,3,0.4,0.0,1,23,24
1,3,10,0,4,1,3,0.4,0.0,0,17,17
1,3,11,0,4,1,3,0.4,0.0,6,5,11
1,3,12,0,4,1,3,0.42,0.0,4,30,34
1,3,13,0,4,1,3,0.42,0.0,1,11,12
1,3,14,0,4,1,3,0.44,0.0,0,12,12
1,3,15,0,4,1,3,0.44,0.0,3,11,14
1,3,16,0,4,1,3,0.42,0.0,1,20,21
1,3,17,0,4,1,2,0.44,0.0,2,109,111
1,3,18,0,4,1,3,0.44,0.0,2,80,82
1,3,19,0,4,1,3,0.44,0.0,5,51,56
1,3,20,0,4,1,3,0.36,0.0,9,29,38
1,3,21,0,4,1,3,0.36,0.0,1,27,28
1,3,22,0,4,1,2,0.34,0.0,4,30,34
1,3,23,0,4,1,3,0.34,0.0,1,26,27
1,3,0,0,5,1,2,0.34,1.0,0,6,6
1,3,1,0,5,1,3,0.34,1.0,0,8,8
1,3,2,0,5,1,3,0.34,1.0,2,3,5
1,3,3,0,5,1,2,0.32,0.93,0,2,2
1,3,5,0,5,1,1,0.3,0.81,1,6,7
1,3,6,0,5,1,1,0.26,0.81,1,31,32
1,3,7,0,5,1,1,0.26,0.7,10,104,114
1,3,8,0,5,1,1,0.28,0.7,15,244,259
1,3,9,0,5,1,2,0.3,0.61,13,143,156
1,3,10,0,5,1,2,0.32,0.57,18,60,78
1,3,11,0,5,1,2,0.32,0.57,14,67,81
1,3,12,0,5,1,2,0.34,0.53,15,96,111
1,3,13,0,5,1,1,0.36,0.53,15,92,107
1,3,14,0,5,1,2,0.36,0.5,25,64,89
1,3,15,0,5,1,2,0.34,0.53,21,64,85
1,3,16,0,5,1,2,0.34,0.49,18,95,113
1,3,17,0,5,1,1,0.34,0.49,23,200,223
1,3,18,0,5,1,1,0.32,0.49,19,134,153
1,3,19,0,5,1,1,0.3,0.56,7,111,118
1,3,20,0,5,1,1,0.3,0.56,6,70,76
1,3,21,0,5,1,2,0.3,0.52,10,43,53
1,3,22,0,5,1,1,0.3,0.52,11,53,64
1,3,23,0,5,1,1,0.3,0.52,3,34,37
1,3,0,0,6,0,1,0.26,0.6,4,30,34
1,3,1,0,6,0,1,0.24,0.65,3,15,18
1,3,2,0,6,0,1,0.24,0.65,0,14,14
1,3,3,0,6,0,1,0.24,0.65,1,6,7
1,3,4,0,6,0,1,0.24,0.65,0,1,1
1,3,5,0,6,0,1,0.22,0.69,0,2,2
1,3,6,0,6,0,1,0.22,0.75,2,2,4
1,3,7,0,6,0,1,0.24,0.7,4,19,23
1,3,8,0,6,0,1,0.26,0.65,9,44,53
1,3,9,0,6,0,1,0.28,0.65,25,76,101
1,3,10,0,6,0,1,0.32,0.66,21,78,99
1,3,11,0,6,0,1,0.34,0.49,36,83,119
1,3,12,0,6,0,1,0.34,0.53,51,107,158
1,3,13,0,6,0,1,0.36,0.51,62,95,157
1,3,14,0,6,0,1,0.4,0.5,70,96,166
1,3,15,0,6,0,1,0.42,0.44,81,101,182
1,3,16,0,6,0,1,0.46,0.41,100,144,244
1,3,17,0,6,0,1,0.46,0.44,99,114,213
1,3,18,0,6,0,1,0.42,0.54,54,91,145
1,3,19,0,6,0,1,0.42,0.54,26,86,112
1,3,20,0,6,0,1,0.4,0.58,22,64,86
1,3,21,0,6,0,1,0.38,0.62,36,46,82
1,3,22,0,6,0,1,0.36,0.71,7,56,63
1,3,23,0,6,0,1,0.38,0.66,11,38,49
1,3,0,0,0,0,1,0.38,0.62,3,35,38
1,3,1,0,0,0,1,0.36,0.66,10,23,33
1,3,3,0,0,0,1,0.34,0.76,6,17,23
1,3,4,0,0,0,1,0.34,0.66,4,9,13
1,3,5,0,0,0,1,0.36,0.62,0,3,3
1,3,6,0,0,0,1,0.34,0.66,0,2,2
1,3,7,0,0,0,1,0.36,0.62,2,8,10
1,3,8,0,0,0,1,0.4,0.5,11,23,34
1,3,9,0,0,0,1,0.4,0.5,8,36,44
1,3,10,0,0,0,1,0.42,0.47,36,86,122
1,3,11,0,0,0,1,0.44,0.41,88,93,181
1,3,12,0,0,0,1,0.46,0.38,74,120,194
1,3,13,0,0,0,1,0.46,0.38,97,124,221
1,3,14,0,0,0,1,0.46,0.41,144,106,250
1,3,15,0,0,0,1,0.48,0.39,149,155,304
1,3,16,0,0,0,1,0.46,0.41,124,132,256
1,3,17,0,0,0,1,0.44,0.41,98,143,241
1,3,18,0,0,0,1,0.4,0.43,55,92,147
1,3,19,0,0,0,1,0.36,0.5,28,73,101
1,3,20,0,0,0,1,0.32,0.57,23,54,77
1,3,21,0,0,0,1,0.3,0.56,9,49,58
1,3,22,0,0,0,1,0.3,0.56,8,29,37
1,3,23,0,0,0,1,0.26,0.65,5,23,28
1,3,0,0,1,1,1,0.26,0.65,4,7,11
1,3,1,0,1,1,1,0.26,0.65,0,1,1
1,3,2,0,1,1,1,0.26,0.65,0,1,1
1,3,3,0,1,1,1,0.26,0.65,0,3,3
1,3,5,0,1,1,1,0.24,0.7,0,8,8
1,3,6,0,1,1,1,0.26,0.65,1,27,28
1,3,7,0,1,1,2,0.28,0.61,4,84,88
1,3,8,0,1,1,2,0.3,0.56,24,217,241
1,3,9,0,1,1,1,0.32,0.53,13,127,140
1,3,10,0,1,1,1,0.34,0.42,27,57,84
1,3,11,0,1,1,1,0.36,0.4,26,45,71
1,3,12,0,1,1,1,0.38,0.37,40,54,94
1,3,13,0,1,1,1,0.38,0.36,24,51,75
1,3,14,0,1,1,2,0.38,0.34,27,52,79
1,3,15,0,1,1,1,0.38,0.37,24,77,101
1,3,16,0,1,1,1,0.4,0.35,27,80,107
1,3,17,0,1,1,1,0.38,0.4,42,229,271
1,3,18,0,1,1,1,0.36,0.4,25,210,235
1,3,19,0,1,1,1,0.36,0.43,17,133,150
1,3,20,0,1,1,1,0.34,0.46,23,106,129
1,3,21,0,1,1,1,0.34,0.46,5,58,63
1,3,22,0,1,1,1,0.32,0.49,4,43,47
1,3,23,0,1,1,1,0.32,0.53,2,17,19
1,3,0,0,2,1,1,0.32,0.53,7,7,14
1,3,1,0,2,1,1,0.3,0.62,4,6,10
1,3,2,0,2,1,1,0.3,0.62,1,2,3
1,3,4,0,2,1,1,0.24,0.75,1,1,2
1,3,5,0,2,1,1,0.24,0.75,0,11,11
1,3,6,0,2,1,1,0.22,0.8,3,32,35
1,3,7,0,2,1,1,0.24,0.75,10,109,119
1,3,8,0,2,1,1,0.26,0.7,23,259,282
1,3,9,0,2,1,2,0.3,0.7,10,147,157
1,3,10,0,2,1,2,0.32,0.66,22,56,78
1,3,11,0,2,1,2,0.34,0.57,27,51,78
1,3,12,0,2,1,2,0.36,0.5,32,70,102
1,3,13,0,2,1,2,0.36,0.57,23,74,97
1,3,14,0,2,1,2,0.38,0.46,14,74,88
1,3,15,0,2,1,2,0.38,0.43,24,66,90
1,3,16,0,2,1,2,0.38,0.46,21,93,114
1,3,17,0,2,1,2,0.36,0.62,22,195,217
1,3,18,0,2,1,2,0.36,0.62,18,207,225
1,3,19,0,2,1,2,0.34,0.71,14,138,152
1,3,20,0,2,1,2,0.34,0.71,9,79,88
1,3,21,0,2,1,3,0.32,0.81,2,53,55
1,3,22,0,2,1,2,0.32,0.87,1,20,21
1,3,23,0,2,1,2,0.32,0.87,1,17,18
1,3,0,0,3,1,3,0.3,0.93,0,8,8
1,3,1,0,3,1,3,0.3,1.0,1,2,3
1,3,3,0,3,1,2,0.28,1.0,1,2,3
1,3,4,0,3,1,2,0.3,0.93,0,1,1
1,3,5,0,3,1,2,0.3,0.93,0,3,3
1,3,6,0,3,1,2,0.3,0.93,1,30,31
1,3,7,0,3,1,2,0.3,0.93,10,101,111
1,3,8,0,3,1,2,0.32,0.93,26,227,253
1,3,9,0,3,1,2,0.32,0.93,10,144,154
1,3,10,0,3,1,2,0.36,0.81,19,49,68
1,3,11,0,3,1,2,0.36,0.81,13,62,75
1,3,12,0,3,1,2,0.4,0.71,23,65,88
1,3,13,0,3,1,2,0.4,0.76,18,81,99
1,3,14,0,3,1,2,0.4,0.76,33,67,100
1,3,15,0,3,1,2,0.4,0.76,22,79,101
1,3,16,0,3,1,2,0.4,0.76,30,121,151
1,3,17,0,3,1,2,0.44,0.54,37,216,253
1,3,18,0,3,1,2,0.44,0.54,26,211,237
1,3,19,0,3,1,2,0.44,0.51,18,150,168
1,3,20,0,3,1,2,0.42,0.54,10,111,121
1,3,21,0,3,1,2,0.42,0.58,3,75,78
1,3,22,0,3,1,2,0.4,0.62,11,48,59
1,3,23,0,3,1,1,0.4,0.65,9,18,27
1,3,0,0,4,1,1,0.38,0.66,4,19,23
1,3,1,0,4,1,1,0.36,0.71,1,11,12
1,3,2,0,4,1,1,0.34,0.71,3,5,8
1,3,3,0,4,1,1,0.34,0.66,1,1,2
1,3,4,0,4,1,1,0.34,0.71,0,3,3
1,3,5,0,4,1,1,0.32,0.76,0,13,13
1,3,6,0,4,1,1,0.32,0.76,4,47,51
1,3,7,0,4,1,1,0.32,0.76,12,128,140
1,3,8,0,4,1,1,0.36,0.66,17,282,299
1,3,9,0,4,1,1,0.4,0.62,23,162,185
1,3,10,0,4,1,1,0.44,0.54,9,69,78
1,3,11,0,4,1,1,0.44,0.54,20,66,86
1,3,12,0,4,1,1,0.5,0.45,24,81,105
1,3,13,0,4,1,2,0.52,0.42,26,85,111
1,3,14,0,4,1,1,0.5,0.45,32,87,119
1,3,15,0,4,1,1,0.52,0.42,30,95,125
1,3,16,0,4,1,1,0.5,0.48,34,108,142
1,3,17,0,4,1,1,0.5,0.42,48,265,313
1,3,18,0,4,1,2,0.46,0.59,50,260,310
1,3,19,0,4,1,1,0.44,0.58,18,189,207
1,3,20,0,4,1,1,0.42,0.67,25,112,137
1,3,21,0,4,1,1,0.42,0.62,19,119,138
1,3,22,0,4,1,1,0.4,0.66,17,70,87
1,3,23,0,4,1,1,0.42,0.62,7,43,50
1,3,0,0,5,1,1,0.42,0.58,5,24,29
1,3,1,0,5,1,1,0.4,0.62,4,12,16
1,3,2,0,5,1,1,0.4,0.62,5,9,14
1,3,3,0,5,1,1,0.36,0.71,1,4,5
1,3,5,0,5,1,1,0.38,0.66,2,8,10
1,3,6,0,5,1,1,0.4,0.66,1,35,36
1,3,7,0,5,1,1,0.4,0.66,11,112,123
1,3,8,0,5,1,1,0.42,0.67,24,256,280
1,3,9,0,5,1,1,0.46,0.63,18,192,210
1,3,10,0,5,1,1,0.52,0.53,43,74,117
1,3,11,0,5,1,1,0.54,0.52,55,104,159
1,3,12,0,5,1,2,0.56,0.49,72,123,195
1,3,13,0,5,1,1,0.64,0.41,57,118,175
1,3,14,0,5,1,1,0.66,0.39,71,103,174
1,3,15,0,5,1,2,0.68,0.39,62,111,173
1,3,16,0,5,1,1,0.68,0.39,67,137,204
1,3,17,0,5,1,1,0.7,0.37,95,237,332
1,3,18,0,5,1,1,0.68,0.39,84,247,331
1,3,19,0,5,1,1,0.66,0.44,58,132,190
1,3,20,0,5,1,1,0.62,0.46,46,103,149
1,3,21,0,5,1,1,0.62,0.46,22,91,113
1,3,22,0,5,1,1,0.62,0.5,55,63,118
1,3,23,0,5,1,2,0.6,0.53,26,60,86
1,3,0,0,6,0,2,0.6,0.53,26,50,76
1,3,1,0,6,0,2,0.58,0.46,16,35,51
1,3,2,0,6,0,2,0.56,0.43,5,20,25
1,3,3,0,6,0,2,0.54,0.39,1,7,8
1,3,4,0,6,0,1,0.52,0.34,1,2,3
1,3,5,0,6,0,1,0.52,0.34,0,2,2
1,3,6,0,6,0,1,0.44,0.44,0,10,10
1,3,7,0,6,0,1,0.4,0.5,4,9,13
1,3,8,0,6,0,1,0.42,0.47,11,37,48
1,3,9,0,6,0,1,0.42,0.44,35,41,76
1,3,10,0,6,0,1,0.44,0.38,55,85,140
1,3,11,0,6,0,1,0.46,0.36,90,106,196
1,3,12,0,6,0,1,0.46,0.33,126,141,267
1,3,13,0,6,0,1,0.5,0.34,174,127,301
1,3,14,0,6,0,1,0.5,0.31,168,144,312
1,3,15,0,6,0,1,0.5,0.29,170,143,313
1,3,16,0,6,0,1,0.5,0.31,175,129,304
1,3,17,0,6,0,1,0.48,0.31,138,140,278
1,3,18,0,6,0,1,0.46,0.31,92,125,217
1,3,19,0,6,0,1,0.44,0.33,38,116,154
1,3,20,0,6,0,1,0.42,0.35,39,69,108
1,3,21,0,6,0,1,0.4,0.37,20,73,93
1,3,22,0,6,0,1,0.4,0.37,27,45,72
1,3,23,0,6,0,1,0.38,0.4,13,37,50
1,3,0,0,0,0,1,0.34,0.49,7,33,40
1,3,1,0,0,0,1,0.32,0.53,2,22,24
1,3,2,0,0,0,1,0.3,0.52,6,24,30
1,3,3,0,0,0,1,0.28,0.56,1,11,12
1,3,4,0,0,0,1,0.26,0.56,2,1,3
1,3,5,0,0,0,1,0.26,0.6,3,6,9
1,3,6,0,0,0,1,0.26,0.6,1,3,4
1,3,7,0,0,0,1,0.24,0.6,5,9,14
1,3,8,0,0,0,1,0.28,0.56,7,30,37
1,3,9,0,0,0,1,0.3,0.52,35,43,78
1,3,10,0,0,0,2,0.32,0.45,55,81,136
1,3,11,0,0,0,1,0.34,0.39,92,111,203
1,3,12,0,0,0,1,0.36,0.4,120,108,228
1,3,13,0,0,0,1,0.38,0.34,88,115,203
1,3,14,0,0,0,1,0.4,0.3,145,134,279
1,3,15,0,0,0,1,0.4,0.32,172,136,308
1,3,16,0,0,0,1,0.42,0.32,92,132,224
1,3,17,0,0,0,1,0.4,0.35,83,143,226
1,3,18,0,0,0,1,0.38,0.4,58,98,156
1,3,19,0,0,0,1,0.36,0.43,21,58,79
1,3,20,0,0,0,1,0.36,0.46,21,46,67
1,3,21,0,0,0,2,0.34,0.53,10,39,49
1,3,22,0,0,0,2,0.34,0.53,8,30,38
1,3,23,0,0,0,3,0.34,0.61,13,11,24
2,3,0,0,1,1,3,0.34,0.66,2,11,13
2,3,1,0,1,1,2,0.34,0.71,1,6,7
2,3,2,0,1,1,2,0.34,0.71,1,5,6
2,3,3,0,1,1,2,0.34,0.71,0,1,1
2,3,5,0,1,1,1,0.32,0.81,1,1,2
2,3,6,0,1,1,3,0.32,0.76,2,30,32
2,3,7,0,1,1,3,0.3,0.87,3,15,18
2,3,8,0,1,1,2,0.3,0.87,3,95,98
2,3,9,0,1,1,2,0.34,0.81,12,115,127
2,3,10,0,1,1,2,0.38,0.76,17,45,62
2,3,11,0,1,1,2,0.42,0.71,32,47,79
2,3,12,0,1,1,2,0.44,0.77,25,56,81
2,3,13,0,1,1,2,0.5,0.63,35,77,112
2,3,14,0,1,1,2,0.54,0.64,36,65,101
2,3,15,0,1,1,2,0.56,0.6,41,66,107
2,3,16,0,1,1,2,0.54,0.64,29,112,141
2,3,17,0,1,1,2,0.54,0.64,41,231,272
2,3,18,0,1,1,2,0.52,0.72,44,232,276
2,3,19,0,1,1,1,0.58,0.6,22,199,221
2,3,20,0,1,1,1,0.56,0.64,16,106,122
2,3,21,0,1,1,1,0.46,0.94,12,79,91
2,3,22,0,1,1,1,0.46,0.88,18,60,78
2,3,23,0,1,1,1,0.46,0.88,8,22,30
2,3,0,0,2,1,1,0.46,0.88,4,7,11
2,3,1,0,2,1,1,0.42,1.0,6,13,19
2,3,2,0,2,1,1,0.44,0.94,0,1,1
2,3,3,0,2,1,1,0.44,0.82,3,2,5
2,3,4,0,2,1,2,0.42,0.82,0,1,1
2,3,5,0,2,1,2,0.4,0.87,1,11,12
2,3,6,0,2,1,1,0.4,0.87,2,58,60
2,3,7,0,2,1,2,0.4,0.76,4,132,136
2,3,8,0,2,1,2,0.4,0.58,24,312,336
2,3,9,0,2,1,2,0.4,0.58,19,159,178
2,3,10,0,2,1,2,0.44,0.54,29,95,124
2,3,11,0,2,1,1,0.44,0.51,22,64,86
2,3,12,0,2,1,1,0.46,0.47,35,86,121
2,3,13,0,2,1,1,0.5,0.45,21,85,106
2,3,14,0,2,1,1,0.5,0.42,30,71,101
2,3,15,0,2,1,1,0.5,0.42,55,79,134
2,3,16,0,2,1,1,0.5,0.42,40,125,165
2,3,17,0,2,1,1,0.5,0.42,42,265,307
2,3,18,0,2,1,1,0.48,0.44,41,271,312
2,3,19,0,2,1,2,0.44,0.54,22,142,164
2,3,20,0,2,1,2,0.44,0.54,19,116,135
2,3,21,0,2,1,2,0.42,0.54,24,63,87
2,3,22,0,2,1,2,0.4,0.58,13,57,70
2,3,23,0,2,1,2,0.4,0.58,4,28,32
2,3,0,0,3,1,3,0.36,0.71,3,8,11
2,3,1,0,3,1,3,0.34,0.76,0,7,7
2,3,2,0,3,1,3,0.34,0.76,1,1,2
2,3,3,0,3,1,2,0.34,0.76,0,3,3
2,3,5,0,3,1,3,0.32,0.87,0,10,10
2,3,6,0,3,1,2,0.34,0.87,1,43,44
2,3,7,0,3,1,2,0.32,0.93,7,111,118
2,3,8,0,3,1,2,0.32,0.87,14,247,261
2,3,9,0,3,1,2,0.32,0.81,8,174,182
2,3,10,0,3,1,2,0.34,0.81,15,60,75
2,3,11,0,3,1,2,0.34,0.87,18,53,71
2,3,12,0,3,1,2,0.34,0.87,14,73,87
2,3,13,0,3,1,3,0.34,0.87,14,94,108
2,3,14,0,3,1,2,0.36,0.87,13,71,84
2,3,15,0,3,1,2,0.38,0.82,11,74,85
2,3,16,0,3,1,2,0.4,0.76,13,123,136
2,3,17,0,3,1,2,0.4,0.76,28,245,273
2,3,18,0,3,1,3,0.38,0.82,20,218,238
2,3,19,0,3,1,3,0.38,0.82,12,147,159
2,3,20,0,3,1,3,0.36,0.87,3,72,75
2,3,21,0,3,1,3,0.32,1.0,0,22,22
2,3,22,0,3,1,2,0.32,0.93,6,38,44
2,3,23,0,3,1,3,0.32,0.9,2,24,26
2,3,0,0,4,1,2,0.32,0.93,0,11,11
2,3,1,0,4,1,2,0.3,1.0,0,3,3
2,3,2,0,4,1,2,0.3,1.0,0,6,6
2,3,3,0,4,1,2,0.28,1.0,1,0,1
2,3,4,0,4,1,2,0.28,1.0,0,1,1
2,3,5,0,4,1,2,0.28,0.93,1,8,9
2,3,6,0,4,1,2,0.28,0.93,0,41,41
2,3,7,0,4,1,3,0.26,1.0,2,106,108
2,3,8,0,4,1,3,0.26,1.0,4,120,124
2,3,9,0,4,1,2,0.26,0.93,3,94,97
2,3,10,0,4,1,2,0.26,0.93,10,55,65
2,3,11,0,4,1,2,0.3,0.81,10,61,71
2,3,12,0,4,1,2,0.3,0.7,12,82,94
2,3,13,0,4,1,2,0.32,0.7,11,90,101
2,3,14,0,4,1,2,0.3,0.7,17,66,83
2,3,15,0,4,1,2,0.3,0.7,13,77,90
2,3,16,0,4,1,2,0.3,0.65,6,78,84
2,3,17,0,4,1,2,0.3,0.7,12,221,233
2,3,18,0,4,1,2,0.3,0.61,17,197,214
2,3,19,0,4,1,1,0.3,0.56,16,122,138
2,3,20,0,4,1,1,0.28,0.61,8,110,118
2,3,21,0,4,1,1,0.26,0.65,11,67,78
2,3,22,0,4,1,1,0.26,0.65,3,59,62
2,3,23,0,4,1,1,0.24,0.65,9,24,33
2,3,0,0,5,1,1,0.24,0.6,1,17,18
2,3,1,0,5,1,1,0.2,0.69,0,5,5
2,3,2,0,5,1,1,0.2,0.69,0,5,5
